@relation training-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.instance.StratifiedRemoveFolds-S1-N5-F1

@attribute SeriousDlqin2yrs {0,1}
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute NumberOfTime30_59DaysPastDueNotWorse numeric
@attribute DebtRatio numeric
@attribute MonthlyIncome numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTime60_89DaysPastDueNotWorse numeric
@attribute NumberOfDependents numeric

@data
0,0.999059,50,0,0.300925,4000,3,0,0,0,0
0,0.026474,44,0,2677,?,12,0,2,0,1
0,0,35,0,0.133598,5800,12,0,1,0,0
0,0.817105,47,0,0.337138,3416,5,0,0,0,0
0,0.139283,62,0,0.472886,4683,20,0,1,0,1
0,0.047838,25,0,0.074966,2200,7,0,0,0,0
0,0.010741,68,0,0.23924,5366,8,0,1,0,0
0,0.055685,54,0,0.643365,11100,11,0,2,0,0
0,0.361621,36,0,0.194309,3900,6,0,0,0,0
0,0.820212,39,0,0.202656,4667,2,0,1,0,0
0,0,34,0,871,?,8,0,1,0,0
0,0.2826,32,0,0.182624,9368,4,0,0,0,3
0,0.069033,66,0,0.117766,14392,11,0,3,0,0
0,0.360691,29,0,0.098951,2000,5,0,0,0,0
0,1,23,0,0,?,0,0,0,0,0
0,0.586449,61,0,0.477754,6000,9,0,2,0,0
0,0.828658,50,0,0.487743,6322,9,0,1,0,2
0,0.033843,60,0,0.271585,7400,19,0,2,0,2
0,0.000649,47,0,0.586177,8000,14,0,1,0,2
0,0.009527,50,0,0.248256,4873,10,0,1,0,4
0,0.45309,60,0,0.891141,3600,9,0,2,0,1
0,0.013332,93,0,0.002448,2450,1,0,0,0,0
0,0.017999,56,0,0.388064,3300,4,0,2,0,1
0,0,68,0,798,?,4,0,1,0,0
0,0.034705,57,0,0.122903,2920,9,0,1,0,0
0,0.012868,55,0,0.515497,5000,26,0,2,0,2
0,0.067163,62,0,2090,?,13,0,3,0,0
0,0.153984,56,0,0.293055,6090,10,0,1,0,0
0,0.018265,58,0,1.607321,600,5,0,1,0,0
0,0.220685,51,0,0.083031,13500,7,0,2,0,3
0,0.176434,27,0,0.457363,7000,4,0,1,0,0
0,1,32,0,0.703895,2900,6,0,1,0,2
0,0.377622,42,0,0.470453,6091,9,0,2,0,2
0,0.076691,35,0,401,?,12,0,0,0,0
0,0.161644,52,0,0.134433,6121,8,0,0,0,0
0,0.059014,29,0,0.162199,2200,7,0,0,0,0
0,0.083056,32,1,0.29794,5000,6,0,0,0,0
0,0.593042,64,0,0.360178,8517,10,0,1,0,0
0,0,27,0,0.071979,3500,4,0,0,0,0
0,0.022579,54,0,0.22965,3709,4,0,1,0,0
0,0.026801,67,0,0.485613,9000,14,0,4,0,0
0,0.435713,33,0,0.210974,2350,7,0,0,0,0
0,0.860377,49,0,0.288785,6000,9,0,2,1,2
0,0.110797,44,0,0.418516,5000,12,0,2,0,3
0,0.343535,49,0,2366,?,13,0,2,0,1
0,0.097449,50,0,3350,?,7,0,1,0,?
0,0.002429,84,0,0.149324,1700,9,0,0,0,1
0,1,40,0,0,?,0,0,0,0,0
0,0.02911,78,0,23,?,9,0,0,0,?
0,0.261143,33,1,0.98827,3750,13,0,2,0,0
0,0.166366,63,0,0.457159,7200,8,0,1,0,0
0,0.365411,73,0,0.435196,8000,20,0,2,0,0
0,0.30791,51,0,0.214281,15810,16,0,2,0,1
0,0.060024,56,0,0.290814,16525,13,0,2,0,5
0,0.048277,50,0,1707,?,4,0,1,0,0
0,1,46,1,0.27653,9083,4,0,2,0,2
0,0.458649,68,0,0.121626,3000,2,0,0,0,0
0,0.887642,44,0,0.550494,5465,5,0,1,0,2
0,0.003703,64,0,0.195901,5512,6,0,1,0,0
0,0.000432,75,0,0.367014,6135,7,0,2,0,1
0,0.07837,54,1,0.222827,14333,11,0,2,0,2
0,0.416514,43,0,0.499275,3448,9,0,1,0,0
0,0.017334,66,0,0.010278,6615,8,0,1,0,0
0,0.80431,64,0,0.388986,6300,8,0,0,0,0
0,0.226183,55,0,3837,?,11,0,3,0,0
0,0.08385,54,0,2711,?,8,0,1,0,0
0,0.256645,58,0,0.556071,3450,12,0,1,0,0
0,0.17608,36,0,228,?,3,0,0,2,0
0,0.982036,30,0,0.250263,950,2,0,0,0,0
0,0.043164,41,0,0.292486,3100,6,0,0,0,3
0,0.439756,45,0,0.547938,5600,2,0,1,0,2
0,0.034198,64,0,1.336658,400,16,0,1,0,1
0,0.047781,50,0,0.61168,2636,8,0,1,0,1
0,0,54,0,0.070332,2800,5,0,0,0,1
0,0.022032,77,0,633,?,12,0,0,0,0
0,0.256627,64,0,4.581673,250,9,0,0,0,0
0,0,39,1,0.039584,8083,4,0,0,2,0
0,0.930167,43,1,0.622534,4916,7,0,1,0,0
0,0.539799,31,1,0.588885,3166,7,0,2,0,1
0,0.016571,49,0,0.555378,2500,16,0,1,0,2
0,0.070391,49,0,0.272981,9300,13,0,2,0,3
0,0.081173,44,0,0.410585,6782,8,0,2,0,0
0,1,36,0,1318,?,2,0,1,0,0
0,0.078385,70,0,0.254274,3216,7,0,1,0,0
0,0.230231,44,0,0.738131,2000,5,0,1,0,5
0,0.068288,70,0,2019,?,7,0,1,0,?
0,0.046772,52,1,0.198977,7427,8,0,1,0,3
0,0.057887,59,0,34,?,1,0,0,0,0
0,0.266669,52,0,0.854906,3831,6,0,3,0,0
0,0.083873,65,0,1667,?,5,0,1,0,0
0,1,32,0,1571,?,2,0,2,0,?
0,0.000992,60,0,0.162653,12000,13,0,1,0,3
0,1,68,0,0.395333,5870,7,0,2,0,0
0,0.147462,37,0,0.405619,6833,16,0,2,0,2
0,0.049645,72,0,0.213045,2590,10,0,0,0,1
0,0.103975,62,0,0.400313,3199,12,0,1,0,0
0,0.294515,51,0,0.147485,10000,11,0,1,0,0
0,0.019421,61,0,0.364606,6000,10,0,0,0,0
0,0.599936,36,0,0.369842,10225,21,0,2,0,1
0,0.005963,28,0,0.003999,4000,21,0,0,0,0
0,0.01324,89,0,0.004521,4865,6,0,0,0,0
0,0.000292,30,0,0.77676,2400,5,0,1,1,0
0,0.135412,44,0,1213,?,5,0,1,0,0
0,1,75,1,0.571857,2664,9,0,2,0,0
0,0.633136,30,0,0.268128,4150,7,0,0,0,0
0,0.031446,34,0,0.069733,4760,5,0,0,0,0
0,0.278859,49,1,0.566308,5300,11,0,4,0,1
0,0.499526,44,4,1.503268,2600,11,0,2,0,2
0,0.725225,44,1,0.14136,7250,4,0,0,0,1
0,0.332611,51,0,0.267748,9000,9,0,2,0,6
0,1,78,1,0.009464,633,2,0,0,0,0
0,0.470501,56,0,0.398357,11200,7,0,1,0,4
0,0.695906,72,0,0.569572,6000,12,0,1,0,0
0,0.889867,41,0,0.415458,9379,11,0,1,0,1
0,0.113799,50,0,0.446733,8400,14,0,2,0,2
0,0.480729,26,1,0.031774,2800,2,0,0,0,0
0,0.018383,76,0,1129,?,5,0,1,0,?
0,0.017736,48,0,489,?,5,0,0,0,?
0,0.856194,63,2,1.231977,1400,9,0,2,1,0
0,0.104316,55,0,0.20363,3250,4,0,1,0,0
0,0.091993,26,0,0.039267,4583,3,0,0,0,0
0,0,49,0,0,11990,9,0,0,0,4
0,0,47,0,4.667946,520,6,0,2,0,0
0,0.142999,42,0,0.674341,3300,10,0,1,0,0
0,0.004286,68,0,946,?,8,0,1,0,?
0,0.05478,45,0,0.173026,16667,7,0,1,0,4
0,0.07547,80,0,0.128099,3871,6,0,1,0,0
0,0.046123,38,0,0.72876,2200,8,0,1,0,0
0,0.210239,36,1,2869,?,6,0,1,0,3
0,0.053718,67,0,0.148148,3185,12,0,0,0,0
0,1,23,0,0.007308,820,1,0,0,0,0
0,0.021459,55,0,0.172064,13000,7,0,2,0,2
0,0.075794,59,0,1175,?,4,0,1,0,0
0,0.069231,47,0,0.112358,6950,8,0,0,0,1
0,0.056009,40,0,0.487878,4000,8,0,1,0,0
0,0.736842,29,2,0.031653,2400,5,0,0,1,1
0,0.157137,59,0,0.264912,3000,8,0,0,0,1
0,0.042827,55,0,0.177647,5600,8,0,1,0,1
0,1,36,0,0.271039,8400,2,0,2,0,1
0,0.461885,61,0,1.434612,1016,5,0,0,0,1
0,0,23,0,0,3500,1,0,0,0,1
0,0.070877,71,0,1.201426,560,7,0,1,0,0
0,0.596707,60,1,0.458074,6105,11,0,1,0,1
0,0.913424,36,3,0.43475,6750,14,0,1,0,1
0,0.126376,41,0,0.29508,7397,12,0,1,0,4
0,0.624279,42,0,0.410716,10040,17,0,2,0,2
0,0.006107,57,0,6,?,4,0,0,0,2
0,0.35231,40,0,178,?,3,0,0,0,0
0,0.063059,64,0,2047,?,10,0,1,0,0
0,0.183576,64,1,0.442542,7300,21,0,2,0,0
0,1,27,0,0,3000,0,0,0,0,0
0,1,34,1,0.553074,5416,5,0,1,0,3
0,0.004047,38,0,0.282179,4000,2,0,1,0,0
0,0.007484,64,0,0.325743,3600,9,0,1,0,0
0,0.021333,61,0,0.43814,4000,6,0,1,0,0
0,0.052469,81,0,0.456661,2964,14,0,1,0,0
0,0.0032,66,1,0.165567,5000,4,2,1,0,0
0,0.392709,50,0,0.208983,5966,5,0,0,0,0
0,0,81,0,0,3522,4,0,0,0,1
0,0.00185,61,0,1980,?,6,0,1,0,0
0,0.047909,58,0,32,?,7,0,0,0,0
0,0.425296,52,0,0.440154,8830,7,0,2,0,1
0,0.191113,67,0,0.684158,2000,8,0,1,0,1
0,1,54,1,0.066127,19900,8,0,1,0,0
0,0.035812,58,0,0.263145,12000,12,0,1,0,1
0,0,62,0,0.344266,10000,6,0,1,0,2
0,0.529942,51,0,0.367853,2500,11,0,1,0,0
0,0.293963,61,0,1899,?,8,0,1,0,2
0,0.003034,60,0,3252,?,5,0,3,0,0
0,0.10985,74,0,1265,?,5,0,1,0,0
0,0.556223,47,0,0.574136,13400,18,0,2,0,2
0,0.47192,65,0,0.557207,11300,12,0,2,0,1
0,0.200068,63,0,0.129348,2040,7,0,0,0,1
0,0.762608,68,0,0.649546,9792,16,0,2,0,1
0,0.116217,54,0,0.383524,11422,12,0,2,0,1
0,0.153104,50,0,0.272741,12817,7,0,2,0,0
0,0.488399,50,0,0.448641,28300,16,0,5,0,2
0,0.237756,41,0,0.16277,10050,9,0,0,0,2
0,0.613469,65,0,0.714359,7750,8,0,3,0,0
0,0.43179,47,0,0.305991,12300,10,0,3,0,2
0,0.081764,72,0,0.037193,5000,7,0,0,0,1
0,0.02605,58,0,95,?,6,0,0,0,0
0,0.564419,61,0,0.692877,3916,12,0,2,0,0
0,0.050424,47,0,0.309423,4000,11,0,1,0,0
0,0.15916,37,2,0.22585,6645,14,1,0,0,1
0,0.505143,35,0,0.431133,6134,6,0,1,0,2
0,0.913437,30,0,0.107502,10250,9,0,0,0,0
0,1,65,0,0.013904,4458,1,0,0,0,0
0,0.09772,49,0,0.093038,3202,8,0,0,0,0
0,0.15185,84,0,0.200107,7500,8,0,2,0,0
0,0.025225,61,0,0.081241,7766,4,0,0,0,1
0,0.025911,35,0,21,?,6,0,0,0,0
0,0.554712,52,0,0.351064,8835,13,0,0,0,3
0,0.003081,55,0,2240,?,6,0,1,0,0
0,0.055856,72,0,0.014427,7000,3,0,0,0,0
0,0.250214,38,0,0.342521,2720,5,0,1,0,2
0,0.61635,68,0,0.038509,2440,1,0,0,0,0
0,0.638084,44,0,0.251975,10000,12,0,0,1,5
0,0.729627,60,0,0.602799,3000,8,0,0,0,0
0,0.017425,63,1,0.467042,3200,8,0,1,0,0
0,0.990402,71,0,0.102442,1473,3,0,0,0,1
0,0.607578,66,0,2250,?,7,0,0,0,1
0,0.020103,62,0,0.269128,4116,5,0,1,0,0
0,1,67,0,0.081234,2658,1,1,0,0,0
0,0.955522,55,1,2254,?,7,1,1,1,0
0,0.116817,66,0,0.304282,15833,10,0,2,0,0
0,0.420552,44,0,0.425398,2700,9,0,0,0,1
0,1,33,0,13,?,0,0,0,1,0
0,0.025097,53,0,0.002889,2422,2,0,0,0,1
0,0.367595,53,0,0.219963,8064,15,0,1,0,0
0,0.952395,41,0,0.305116,6000,4,0,1,0,3
0,0.319932,74,0,0.298626,2400,6,0,1,0,0
0,0.580273,47,1,3.643068,11200,19,0,3,0,2
0,1.124251,60,2,0.350769,11833,20,0,1,0,0
0,0.00334,36,0,0.13148,9316,7,0,0,0,1
0,0.48503,31,0,0.074025,3025,6,0,0,0,0
0,0.952797,29,2,0.490201,12500,12,0,2,0,0
0,0,61,0,0.200498,5625,6,0,1,0,0
0,0.91148,44,1,0.448231,7716,9,0,2,0,1
0,0.025136,23,0,0.002151,929,3,0,0,0,0
0,0.011063,66,0,314,?,7,0,0,0,0
0,0.167774,45,0,0.320593,6200,15,0,1,1,3
0,0.07131,76,0,333,?,3,0,1,0,?
0,1,54,0,1779,?,8,0,1,0,0
0,0.041858,72,0,0.239587,3000,8,0,1,0,0
0,0,53,0,0.064769,4600,4,0,1,0,3
0,0.246319,56,0,0.212526,20500,6,0,1,0,1
0,0.832919,50,5,0.285265,11136,12,0,2,0,0
0,0.787522,52,0,0.35386,4416,12,0,0,0,1
0,0.005914,61,0,0.102745,5683,10,0,1,0,0
0,0.695938,56,4,0.718737,4941,16,0,3,1,0
0,0.01438,45,1,0.432196,8000,11,0,1,0,0
0,0.001538,38,0,466,0,7,0,0,0,0
0,0.030849,60,0,0.336349,5416,30,0,2,0,0
0,0.181941,54,0,1.44064,4000,16,0,3,0,1
0,0.359318,43,0,0.757207,6000,14,0,2,0,3
0,0.012,84,0,0.0015,6000,5,0,0,0,0
0,0,37,0,0.37194,6250,6,0,1,0,2
0,0.116703,58,0,0.373465,6270,11,1,2,0,0
0,1,33,4,0.748319,2379,6,1,0,1,1
0,0.096897,61,0,0.34533,3500,8,0,1,0,3
0,1,38,0,0.519783,7000,5,0,1,1,1
0,0.079023,64,0,0.508282,7666,15,0,2,0,0
0,0.149033,51,0,0.579254,2062,5,0,2,0,0
0,0.387223,72,0,0.630972,1213,7,0,0,0,0
0,1,31,1,17,?,0,0,0,0,0
0,0.883979,65,1,0.379232,7000,16,0,0,0,1
0,0.030507,52,0,0.127838,10833,13,0,0,0,2
0,1,65,0,1393,?,2,0,2,0,0
0,0.277151,56,0,3134,?,11,0,1,0,0
0,0.138147,43,0,0.353087,7660,7,0,2,0,0
0,0.019935,65,0,0.003783,12160,13,0,0,0,0
0,0.046879,69,0,0.019903,10500,12,0,0,0,0
0,0.057753,37,0,0.007776,4500,1,0,0,0,3
0,0.649255,55,0,0.190778,4098,6,0,0,0,3
0,0.651112,63,2,0.486378,4000,10,0,1,1,0
0,0.643463,69,1,0.543543,16500,35,0,4,0,0
0,0.142401,64,0,2.086638,3000,13,0,3,0,0
0,0.588079,32,1,0.30084,3333,11,0,0,0,1
0,0.88406,44,1,0.603722,1450,5,0,0,0,3
0,1,21,0,0.072932,1329,0,0,0,0,0
0,0.081912,66,0,0.450674,7561,9,0,1,0,0
0,0.482251,28,0,0.167514,6100,8,0,0,0,1
0,0.028133,62,0,7970,?,19,0,6,0,0
0,0.00767,67,0,0.143563,4450,5,0,1,0,0
0,0.0082,78,0,0.316105,6500,10,0,2,0,1
0,1.182828,36,2,612,?,12,1,0,3,0
0,0.029312,56,0,0.098632,4166,9,0,1,0,0
0,0.78673,58,0,0.257735,9016,3,0,2,0,0
0,1,28,0,0.140599,3541,4,0,0,0,0
0,1,34,0,0,4200,2,0,0,0,0
0,0,39,0,0.49852,1688,7,0,1,0,0
0,1.081846,31,0,0.188051,8050,8,0,0,0,0
0,0.04852,51,0,0.215508,4500,5,0,1,0,0
0,0.853702,52,0,0.287876,18500,8,0,1,0,2
0,0.008266,48,0,0.97241,1920,11,0,1,0,0
0,0.036633,41,1,0.377036,10250,5,0,1,0,0
0,0.710266,30,2,2609,?,10,0,1,0,2
0,0.282717,31,1,0.312657,2385,6,0,1,0,2
0,0.010885,55,1,29,?,10,0,0,0,0
0,0.37156,33,0,0.356396,6026,6,0,2,0,2
0,0.151166,30,0,0.941212,5000,12,0,2,0,0
0,0.001056,43,0,0.258274,1691,16,0,1,0,1
0,0.912209,47,0,0.412159,1940,9,0,0,0,0
0,0.172307,46,0,0.245982,14000,23,0,2,0,5
0,0.009557,50,1,0.457012,3500,16,0,1,0,2
0,0.059436,57,0,0.212163,2926,10,0,0,0,0
0,0,33,0,2684,?,5,0,2,0,0
0,1,53,0,759,?,2,0,1,0,0
0,0.234597,54,0,0.270408,6075,8,0,2,0,1
0,0.988008,64,0,1437,?,4,0,1,0,1
0,0.334215,55,0,1813,?,8,0,1,0,0
0,0.908288,50,6,0.484748,3900,11,0,0,1,0
0,0.202839,59,0,0.534817,2785,14,0,0,0,0
0,0.139881,50,0,0.040355,2700,13,0,0,0,3
0,0.069983,40,0,0.428686,3750,6,0,1,0,2
0,0.01109,70,0,537,?,14,0,0,0,0
0,0.00305,38,0,1021,1,6,0,1,0,4
0,0.504738,60,0,0.860705,5333,14,0,2,0,0
0,0.961039,33,0,1486,?,8,0,0,0,0
0,0.069439,44,2,0.988697,6900,10,0,3,1,0
0,0.000661,56,0,2000,?,9,0,2,0,0
0,0.276055,54,0,8260,?,10,0,2,0,0
0,1.008117,31,0,0.767319,1327,4,0,0,0,1
0,0.382416,39,0,0.599547,8834,10,0,2,0,2
0,0.411194,36,0,2119,?,18,0,0,0,0
0,1,23,98,0,3553,0,98,0,98,0
0,0.04602,60,0,0.010094,10500,6,0,0,0,0
0,0.474901,62,0,2106,?,3,0,1,0,0
0,1,29,0,0.080187,6833,3,0,0,0,0
0,0.57207,36,0,0.748813,4000,9,0,2,0,0
0,0.071885,71,0,1750,?,12,0,0,0,0
0,0,67,0,0.261021,6600,10,0,2,0,0
0,0.280331,51,0,0.464298,8920,18,0,3,0,0
0,0.421977,49,0,0.511849,10000,11,0,1,0,2
0,0.131735,40,0,0.236328,6600,8,0,2,0,0
0,0.037665,76,0,0.006755,3404,5,0,0,0,0
0,0.450399,56,1,0.382423,8453,13,0,2,0,2
0,0,41,0,0.249458,2769,2,0,1,0,0
0,0.096354,56,0,0.212606,6250,12,0,2,0,0
0,1,25,0,0.19877,2600,2,0,0,0,0
0,0.009221,53,0,1577,?,3,0,1,0,0
0,1,64,0,52,?,0,0,0,0,?
0,0,64,0,0.457708,5000,7,0,1,0,0
0,0.013589,75,0,0.039245,8000,6,0,0,0,0
0,1,34,0,0.175165,5000,4,0,0,0,1
0,0.467002,66,0,0.356301,2800,5,0,1,0,0
0,0.020236,75,1,0.395706,6893,16,0,2,0,0
0,0.065493,76,0,0.395601,6000,3,0,1,0,0
0,0.885093,31,0,0.45646,3513,14,0,1,0,0
0,0.01473,69,0,0.012786,1876,3,0,0,0,0
0,1,48,0,0,?,0,0,0,0,0
0,0.31997,27,0,0.087561,4750,4,0,0,0,1
0,1,63,1,1100,?,3,0,1,0,0
0,0.086986,63,0,532,?,8,0,0,0,0
0,0.025425,55,2,0.521949,6833,11,0,4,0,0
0,0,71,0,0.216177,8950,9,0,3,0,0
0,0.031799,63,0,0.279161,5100,4,0,1,0,1
0,0.058903,47,0,748,?,7,0,0,0,1
0,0.040021,73,0,587,?,4,0,0,0,0
0,0.917216,63,0,0.272878,35000,12,0,3,0,1
0,0.916444,31,0,0.423192,3000,8,0,0,0,1
0,0.054592,41,0,0.228554,3333,5,0,0,0,0
0,0.09761,26,0,0.227939,3750,7,0,0,0,0
0,0.060183,53,0,0.089757,25167,6,0,2,0,1
0,0.200639,40,0,0.200327,5510,8,0,2,0,0
0,0.0312,30,0,0.202181,2200,9,0,0,0,0
0,0.060529,46,0,0.772557,4000,6,0,2,0,2
0,0.040664,89,0,0.013317,8334,11,0,0,0,0
0,0.347628,61,0,927,?,15,0,0,0,?
0,0.030788,57,0,0.077575,14166,5,0,1,0,1
0,0.003365,47,2,0.515788,6333,17,0,3,0,2
0,0.761259,42,1,0.341674,5554,8,0,1,0,0
0,0.723188,40,0,0.298615,5558,7,0,0,0,0
0,0.004151,48,1,1.19202,400,8,0,0,0,3
0,0.440757,35,0,1468,?,9,0,0,0,2
0,0.054954,69,0,0.011999,10500,11,0,0,0,0
0,0.065252,28,0,0.851347,3450,10,0,1,0,0
0,0.292824,62,0,0.319063,9693,17,0,1,0,0
0,0.006642,45,0,0.000894,17900,6,0,0,0,0
0,0.002529,59,0,0.156278,5502,3,0,1,0,0
0,0.703307,43,0,0.32312,14000,18,0,3,0,1
0,0.008381,44,0,0.339758,12917,7,0,2,0,3
0,0.02049,41,0,0.236866,9954,9,0,3,0,2
0,0,56,0,0.323182,17500,9,0,6,0,1
0,1,48,0,250,?,1,0,0,0,0
0,0.892798,48,5,1.02479,2500,10,0,1,0,2
0,0.001216,58,0,0.067956,33300,4,0,1,0,1
0,0.999779,59,0,0.189844,9333,6,0,0,0,0
0,0.045786,72,0,0.162454,4905,10,0,1,0,0
0,0.230876,49,0,0.283429,7500,3,0,1,0,5
0,0.522354,64,0,1.167074,4500,20,0,3,0,0
0,0.604038,46,0,0.54477,6901,11,0,2,0,1
0,0.055247,51,1,0.253116,15000,6,0,1,0,1
0,0.044435,33,0,0.016781,6733,5,0,0,0,0
0,0.647073,55,0,0.360667,2816,7,0,0,0,0
0,0.023055,81,0,24,?,5,0,0,0,?
0,0.576872,51,1,0.450871,3042,19,2,0,0,1
0,0.791613,69,0,1.386879,4450,14,0,3,0,0
0,0.043761,49,0,0.136809,9494,6,0,1,0,0
0,0.426186,51,0,0.258196,7350,9,0,1,0,2
0,0.256974,53,0,3760,?,4,0,1,0,0
0,0.075602,62,0,0.894185,4006,13,0,2,0,0
0,0.675201,31,0,0.40383,1200,6,0,0,0,1
0,0.088927,61,0,0.529909,6151,6,0,1,0,0
0,0.009328,41,1,0.25732,4200,5,0,1,0,1
0,0.841219,60,0,0.867939,7700,17,0,2,0,0
0,0.215587,59,1,0.771687,3100,9,0,2,0,0
0,0.0855,77,0,0.301135,5900,20,0,2,0,1
0,0.999929,35,0,0.379374,7000,5,0,1,0,1
0,0.10748,74,0,1357,?,11,0,1,0,3
0,1,65,0,0.078828,3310,3,0,1,0,0
0,0.938124,23,0,14,?,1,0,0,0,0
0,1,38,0,0,?,0,0,0,0,0
0,0.023804,37,0,2686,?,10,0,2,0,1
0,0.245097,46,0,0.049317,3000,2,0,0,0,0
0,0.069564,32,0,0.482887,2424,7,0,2,0,0
0,0.144758,54,0,0.447297,5492,7,0,1,0,0
0,1.48505,37,1,510,?,2,1,0,0,0
0,0.069711,55,0,0.210703,12500,10,0,2,0,1
0,0.157927,56,0,0.025742,30999,12,0,0,0,1
0,0.007427,36,1,0.163849,6743,6,0,0,0,0
0,0.1188,63,0,0.102579,3333,10,0,1,0,0
0,0.026,63,0,0.163014,2600,8,0,0,0,0
0,0.023677,71,0,0.536947,6400,15,0,4,0,0
0,0.264744,62,0,0.110762,5416,9,0,0,1,1
0,0.870417,69,0,543,?,3,0,0,0,0
0,0.036491,25,0,0.005998,3000,3,0,0,0,0
0,0.192085,61,0,0.362803,5779,12,0,1,0,0
0,0.015129,61,0,0.367916,9175,10,0,2,0,1
0,0.038279,50,0,11,?,2,0,0,1,0
0,0.020237,55,0,636,?,5,0,1,0,0
0,0.530174,48,4,1804,?,8,2,1,1,3
0,0.462215,55,0,0.972918,3950,13,0,2,0,1
0,0.999837,23,1,188,?,2,0,0,0,2
0,0.509472,24,0,0.179319,3200,6,0,0,0,0
0,0.573583,58,0,0.827207,2638,11,0,1,0,0
0,0.018865,63,0,89,?,12,0,0,0,0
0,0.749493,59,0,0.385132,5662,5,0,1,0,1
0,0.076951,44,0,0.205425,16000,8,0,2,0,4
0,0.008276,64,0,1.348802,667,13,0,1,0,0
0,0.412772,60,0,0.435377,5268,6,0,1,0,0
0,1,22,0,0,820,1,0,0,0,0
0,0.197257,35,0,0.268689,3263,6,0,1,0,2
0,0.994002,37,2,0.209152,5397,10,0,0,0,4
0,0.085711,49,0,0.224725,9900,11,0,1,0,2
0,0.875202,50,1,1.278739,3583,17,0,3,0,0
0,0,74,0,0.360098,6500,4,0,2,0,0
0,0.160443,55,0,0.243347,6500,8,0,1,0,0
0,0.039704,72,0,105,?,10,0,0,0,0
0,0.023151,63,0,0.013195,2500,5,0,0,0,0
0,0.969203,42,1,0.254125,9333,6,0,1,0,0
0,0.532679,38,0,0.598979,10380,17,0,4,0,0
0,0.021738,63,0,183,?,3,0,0,0,0
0,0.043118,56,0,0.052024,14800,7,0,1,0,1
0,0.02756,39,1,1574,?,9,0,2,0,2
0,1,59,0,0,5300,1,0,0,0,0
0,0.107964,70,0,0.033371,8000,5,0,0,0,0
0,0.465818,48,0,0.380937,6000,9,1,0,0,0
0,0.774572,69,0,0.591347,17750,23,0,2,0,1
0,0.960431,63,0,0.31506,5052,3,0,1,0,1
0,0.152939,53,0,0.403965,4034,7,0,1,0,0
0,0.530245,24,0,0.14985,1000,6,0,0,0,0
0,0.778466,41,0,0.338501,9352,5,0,1,0,1
0,0.017479,52,0,3060.5,1,15,0,1,0,2
0,0.020715,41,0,0.027137,10833,7,0,0,0,0
0,0.47412,62,0,0.718397,12300,11,0,2,0,0
0,0.018283,55,0,0.150948,4166,3,0,1,0,1
0,0.655563,31,0,0.135338,6250,6,0,0,0,2
0,1,42,0,0.059191,6250,1,0,0,0,2
0,0.03885,66,0,0.016903,8400,15,0,0,0,0
0,0.296217,31,1,0.162292,4380,10,0,0,0,0
0,0.927942,54,0,3903,?,15,0,2,0,2
0,0.024761,66,0,0.007663,2348,4,0,0,0,0
0,0.123652,63,0,0.491702,9700,9,0,4,0,1
0,0.033826,44,2,0.637035,14083,13,0,4,0,2
0,0.080952,47,0,0.562947,3216,6,0,1,0,1
0,0.002573,36,1,2939,?,11,0,2,0,?
0,0.0049,83,0,0.002799,5000,8,0,0,0,0
0,0.25427,58,0,0.496077,4970,13,0,1,0,2
0,0.080833,49,0,0.37523,11416,7,0,2,0,5
0,0.208463,64,0,0.042128,2800,2,0,0,0,0
0,0.657433,54,0,0.87161,4166,16,0,2,0,1
0,0.093201,45,0,0.400076,10532,14,0,2,0,1
0,0.519786,54,0,0.103224,4000,8,0,0,0,0
0,0.330294,58,0,0.261499,8500,9,0,1,0,0
0,0.356706,57,0,0.560079,3020,12,0,1,0,0
0,0.118341,51,0,0.25764,7983,19,0,1,0,3
0,0.618899,53,0,0.238411,7700,9,0,0,0,0
0,0.871604,35,1,0.463553,7750,8,0,2,0,2
0,0.203901,65,0,37,?,2,0,0,0,0
0,0.243837,29,0,0.295911,1344,5,0,0,0,0
0,0.14828,49,0,0.370631,3833,13,0,1,0,2
0,0.226316,55,0,0.427343,10583,19,0,4,0,1
0,0.004442,51,0,0.260946,6280,8,0,1,0,1
0,0.145369,29,0,0.111153,8033,5,0,0,0,2
0,0.640011,48,1,0.380431,8768,9,0,3,0,0
0,0,39,0,0.851787,4000,3,0,1,0,2
0,0.126159,31,0,0.101975,4000,11,0,0,0,2
0,0.476199,60,0,1.229872,1800,8,0,1,0,0
0,0.017421,67,0,0.237242,5525,22,0,1,0,0
0,0.032262,85,0,0.004476,10500,10,0,0,0,0
0,0.014671,44,1,0.315681,4833,12,0,2,0,2
0,0.565518,32,0,0.461552,5682,13,0,2,0,1
0,0.832696,47,2,657,?,6,0,0,3,0
0,0,67,0,0.057252,2095,4,0,0,0,0
0,0.064423,62,0,0.012853,3500,6,0,0,0,0
0,0.205867,51,0,0.459021,3330,6,0,1,0,0
0,0.18824,62,0,0.468677,3846,8,0,1,0,0
0,0.883013,51,4,0.794398,3462,16,0,2,0,1
0,0.411552,82,0,0.119478,10344,8,0,0,0,0
